t_index	term	df
1695	centuri	28
1696	ceo	1
1697	ceremoni	52
1698	cerf	9
1699	cerna	3
1700	certain	36
1701	certainli	56
1702	certainti	4
1703	certif	3
1704	certifi	3
1705	cesar	2
1706	cessat	1
1707	cessna	7
1708	cetera	1
1709	cetinj	1
1710	cha	1
1711	chad	1
1712	chadwick	2
1713	chafe	3
1714	chagrin	1
1715	chain	10
1716	chair	17
1717	chairman	55
1718	chairmen	3
1719	chalk	2
1720	challeng	84
1721	chamber	16
1722	chamberlain	2
1723	chameleon	1
1724	champ	9
1725	champion	55
1726	championship	7
1727	chanc	99
1728	chancellor	5
1729	chanda	3
1730	chandeli	2
1731	chandler	6
1732	chandrika	1
1733	chang	144
1734	changeov	9
1735	channel	18
1736	chant	31
1737	chao	36
1738	chaotic	7
1739	chap	2
1740	chapel	4
1741	chaplain	7
1742	chaplin	1
1743	chappaqua	11
1744	chapter	7
1745	char	3
1746	charact	13
1747	character	7
1748	characterist	5
1749	charad	1
1750	charg	193
1751	charisma	2
1752	charit	5
1753	chariti	5
1754	charl	24
1755	charleston	2
1756	charlestown	1
1757	charli	2
1758	charlott	2
1759	chart	2
1760	charter	7
1761	chase	22
1762	chasm	2
1763	chat	5
1764	chattanooga	1
1765	chatti	1
1766	chau	1
1767	chauffeur	1
1768	chavez	4
1769	cheap	1
1770	cheat	11
1771	chebeck	8
1772	chechnya	8
1773	check	40
1774	checker	1
1775	checkpoint	2
1776	checkup	3
1777	cheek	1
1778	cheer	34
1779	cheerlead	2
1780	chees	1
1781	chef	2
1782	chela	4
1783	chell	1
1784	chelsea	17
1785	chemic	7
1786	chemistri	3
1787	chemotherapi	1
1788	cheney	31
1789	cheri	12
1790	cherish	2
1791	chernomyrdin	2
1792	cheroke	3
1793	cheron	3
1794	cherri	2
1795	chesapeak	1
1796	chest	8
1797	chetna	1
1798	chetsov	1
1799	chew	1
1800	chi	25
1801	chic	1
1802	chicago	6
1803	chicken	2
1804	chide	1
1805	chief	197
1806	chiefli	3
1807	child	47
1808	childhood	4
1809	children	69
1810	chile	8
1811	chill	15
1812	chilli	5
1813	chillicoth	1
1814	china	31
1815	chines	11
1816	ching	1
1817	chink	1
1818	chino	1
1819	chip	8
1820	chirac	6
1821	chisel	1
1822	chizhov	1
1823	chizov	1
1824	chladkova	3
1825	chlorin	4
1826	chocol	1
1827	choi	1
1828	choic	41
1829	chok	1
1830	choke	7
1831	cholera	1
1832	chomp	1
1833	chon	1
1834	choos	18
1835	chopper	1
1836	chopstick	1
1837	choreograph	1
1838	chorichech	1
1839	choru	1
1840	chose	13
1841	chosen	14
1842	chouchescu	1
1843	chow	1
1844	chri	34
1845	chrisdorton	1
1846	christen	3
1847	christi	4
1848	christian	27
1849	christina	3
1850	christma	62
1851	christoph	17
1852	chronic	2
1853	chronicl	2
1854	chrysanthemum	1
1855	chu	1
1856	chubbi	2
1857	chuck	9
1858	chuckl	2
1859	chudakova	3
1860	chunk	4
1861	church	43
1862	churchvil	1
1863	churn	1
1864	cia	24
1865	cienfuego	1
1866	cigarett	2
1867	cinder	1
1868	cinderblock	3
1869	cinema	2
1870	cio	2
1871	circl	19
1872	circu	3
1873	circuit	8
1874	circul	8
1875	circumst	32
1876	circumstanti	2
1877	circumv	3
1878	cisnero	7
1879	ciss	1
1880	citadel	1
1881	citat	2
1882	cite	38
1883	citi	218
1884	citizen	73
1885	citizenri	2
1886	citizenship	10
1887	citywid	1
1888	civic	4
1889	civil	61
1890	civilian	52
1891	clad	3
1892	claiborn	1
1893	claim	129
1894	clair	6
1895	clamber	5
1896	clamor	3
1897	clandestin	3
1898	clap	1
1899	clarenc	1
1900	clarifi	3
1901	clariti	1
1902	clark	41
1903	clarkston	1
1904	clash	54
1905	clasp	1
1906	class	47
1907	classic	7
1908	classifi	38
1909	classmat	2
1910	classroom	2
1911	clavet	1
1912	claw	6
1913	clay	4
1914	clean	24
1915	cleanli	1
1916	cleans	6
1917	clear	187
1918	clearanc	5
1919	clearer	4
1920	clearest	1
1921	clearli	56
1922	cleavag	1
1923	cleaver	1
1924	clemenc	31
1925	clement	24
1926	clergi	2
1927	cleric	3
1928	clerk	6
1929	cleveland	1
1930	clever	4
1931	cleverli	1
1932	click	2
1933	client	9
1934	cliff	1
1935	clifford	2
1936	clijster	11
1937	climact	1
1938	climat	4
1939	climax	4
1940	climb	22
1941	clime	1
1942	clinch	2
1943	cling	8
1944	clinic	8
1945	clink	1
1946	clinton	271
1947	clintonesqu	1
1948	clintonit	1
1949	clip	2
1950	clister	1
1951	cloak	1
1952	clock	12
1953	clod	1
1954	clodfelt	4
1955	clog	1
1956	cloister	1
1957	cloner	1
1958	closabl	1
1959	close	259
1960	closemouth	1
1961	closer	29
1962	closest	32
1963	closet	1
1964	closeup	1
1965	closhg	1
1966	closur	7
1967	cloth	44
1968	cloud	22
1969	cloudless	1
1970	clout	4
1971	clown	1
1972	clton	1
1973	club	15
1974	clue	27
1975	clump	1
1976	clumsi	1
1977	clung	2
1978	cluster	4
1979	clutch	4
1980	clyde	1
1981	cmc	1
1982	cmdr	35
1983	cnn	49
1984	co	24
1985	coach	15
1986	coachlight	8
1987	coal	32
1988	coalit	35
1989	coalmin	1
1990	coast	106
1991	coastal	10
1992	coaster	1
1993	coastlin	9
1994	coat	9
1995	coax	3
1996	cobar	1
1997	coburn	4
1998	coca	2
1999	cocain	8
2000	cochran	4
2001	cochranvil	1
2002	cock	6
2003	cocker	1
2004	cocktail	3
2005	coco	2
2006	cocoa	14
2007	cocodi	3
2008	code	7
2009	codi	5
2010	coercion	1
2011	coetzer	16
2012	coey	1
2013	coffe	26
2014	coffer	2
2015	coffield	1
2016	coffin	14
2017	cognac	1
2018	cohen	56
2019	coher	1
2020	cohes	3
2021	cohort	1
2022	coil	2
2023	coin	3
2024	coincid	6
2025	coincident	1
2026	coker	1
2027	coki	2
2028	col	18
2029	cold	45
2030	cole	290
2031	coleman	1
2032	coler	7
2033	colin	7
2034	colina	23
2035	collabor	3
2036	collag	1
2037	collaps	86
2038	collar	1
2039	collat	2
2040	colleagu	23
2041	collect	32
2042	collector	5
2043	colleg	35
2044	coller	4
2045	collid	7
2046	collin	2
2047	collis	20
2048	collus	1
2049	colo	9
2050	colobora	1
2051	colombia	10
2052	colombian	3
2053	colon	4
2054	coloni	20
2055	colonna	1
2056	color	16
2057	colorado	24
2058	columbia	15
2059	columbin	1
2060	column	7
2061	columnist	1
2062	comasagua	5
2063	comb	10
2064	combat	22
2065	combin	20
2066	combrat	1
2067	come	265
2068	comeback	17
2069	comedian	1
2070	comen	1
2071	comfort	25
2072	comic	1
2073	command	127
2074	commando	5
2075	commemor	7
2076	commenc	1
2077	commend	3
2078	comment	82
2079	commentari	5
2080	commerc	11
2081	commerci	38
2082	comminut	1
2083	commiss	94
2084	commissari	2
2085	commission	15
2086	commit	89
2087	committe	80
2088	commod	11
2089	common	39
2090	commonli	5
2091	commot	1
2092	commun	113
2093	communiqu	5
2094	communist	65
2095	commut	20
2096	compact	1
2097	compani	76
2098	companion	4
2099	companionship	4
2100	compar	31
2101	comparison	9
2102	compart	38
2103	compass	5
2104	compassion	3
2105	compel	10
2106	compens	3
2107	compensatori	1
2108	compet	16
2109	competit	22
2110	competitor	2
2111	compil	4
2112	complac	4
2113	complain	40
2114	complaint	21
2115	complement	2
2116	complet	104
2117	complex	41
2118	compli	5
2119	complianc	2
2120	complic	31
2121	compliment	5
2122	compon	2
2123	compos	1
2124	composit	4
2125	composur	5
2126	compound	30
2127	comprehend	1
2128	comprehens	5
2129	compress	1
2130	compris	3
2131	compromis	16
2132	compuls	1
2133	comput	22
2134	comrad	7
2135	con	4
2136	conceal	10
2137	conced	49
2138	conceiv	9
2139	concentr	20
2140	concept	7
2141	concern	105
2142	concert	8
2143	concess	16
2144	conchita	3
2145	concili	2
2146	conciliatori	3
2147	conclud	47
2148	conclus	31
2149	concret	38
2150	concur	1
2151	concuss	1
2152	condemn	24
2153	condit	138
2154	condition	1
2155	condol	15
2156	condoleezza	1
2157	condon	2
2158	conduct	51
2159	conduit	1
2160	confer	68
2161	confess	10
2162	confetti	8
2163	confid	61
2164	confidenti	1
2165	configur	1
2166	confin	6
2167	confirm	117
2168	confisc	1
2169	conflict	46
2170	conform	1
2171	confound	2
2172	confront	39
2173	confus	22
2174	cong	1
2175	congeni	1
2176	congest	5
2177	congo	2
2178	congratul	29
2179	congreg	1
2180	congress	112
2181	congression	39
2182	congressman	42
2183	congressmen	1
2184	congresswoman	2
2185	conjunct	2
2186	conn	4
2187	connal	24
2188	connect	68
2189	connecticut	13
2190	connel	1
2191	connelli	1
2192	connett	1
2193	conni	7
2194	conniv	1
2195	connoli	1
2196	connolli	1
2197	connor	1
2198	conquer	1
2199	conqueror	3
2200	conquest	2
2201	conrad	6
2202	conscienc	3
2203	consciou	4
2204	conscious	2
2205	consecut	27
2206	consensu	9
2207	consent	2
2208	consequ	18
2209	consequenti	1
2210	conserv	19
2211	conservat	1
2212	conservationist	1
2213	consid	131
2214	consider	28
2215	consign	1
2216	consist	14
2217	consistu	1
2218	consol	8
2219	consolid	13
2220	consortium	7
2221	conspicu	2
2222	conspir	6
2223	conspiraci	18
2224	constant	10
2225	constantinescu	1
2226	constantli	10
2227	constern	1
2228	constitu	5
2229	constitut	105
2230	constrain	1
2231	constrict	1
2232	construct	30
2233	consul	10
2234	consular	3
2235	consult	20
2236	consum	5
2237	consumpt	1
2238	contact	38
2239	contain	46
2240	contamin	1
2241	contempl	4
2242	contemporari	2
2243	contempt	9
2244	contend	25
2245	content	20
2246	contenti	4
2247	contest	44
2248	context	10
2249	contin	6
2250	continent	1
2251	conting	4
2252	continu	230
2253	contort	1
2254	contra	1
2255	contract	26
2256	contractor	4
2257	contradict	6
2258	contrari	7
2259	contrast	5
2260	contribut	47
2261	contributor	5
2262	contrit	1
2263	contriv	1
2264	control	182
2265	controversi	34
2266	conven	8
2267	conveni	16
2268	convent	8
2269	converg	14
2270	convers	18
2271	convert	5
2272	convey	3
2273	convict	123
2274	convictsgetaway	1
2275	convinc	27
2276	convincingli	1
2277	convok	1
2278	convoy	14
2279	cooey	1
2280	cook	20
2281	cool	8
2282	cooler	2
2283	coon	1
2284	cooper	72
2285	coordin	27
2286	cop	2
2287	cope	9
2288	copi	19
2289	copper	2
2290	cord	1
2291	cordial	3
2292	cordillera	1
2293	cordon	10
2294	core	10
2295	corech	1
2296	coretta	1
2297	corey	2
2298	cori	3
2299	corina	4
2300	corn	2
2301	cornahaim	1
2302	cornaheim	1
2303	cornard	1
2304	corner	34
2305	cornerston	1
2306	cornett	2
2307	corni	1
2308	cornwal	1
2309	corollari	1
2310	coron	2
2311	corp	16
2312	corpor	15
2313	corps	13
2314	corpu	1
2315	corral	1
2316	correct	25
2317	correctli	5
2318	correl	4
2319	correspond	26
2320	corridor	2
2321	corros	3
2322	corrug	2
2323	corrupt	78
2324	corzin	13
2325	cosbi	1
2326	cosic	1
2327	cosmeniov	1
2328	cosminov	1
2329	cost	41
2330	costa	4
2331	costello	1
2332	costelow	1
2333	costli	5
2334	costliest	3
2335	cot	4
2336	coteri	1
2337	cotibua	1
2338	coton	1
2339	cotton	7
2340	couch	2
2341	coue	1
2342	could	391
2343	coulibali	9
2344	council	43
2345	councilman	1
2346	counsel	24
2347	counselor	2
2348	count	80
2349	counter	22
2350	counterattack	4
2351	counterintellig	3
2352	counternarcot	1
2353	counterpart	5
2354	counterpunch	1
2355	counterrevolutionari	1
2356	counterterror	10
2357	counti	35
2358	countless	1
2359	countri	412
2360	countryman	7
2361	countrymen	8
2362	countrysid	15
2363	coup	44
2364	coupl	40
2365	courag	11
2366	courier	3
2367	cours	62
2368	court	193
2369	courtesi	1
2370	courthous	4
2371	courtland	1
2372	courtroom	7
2373	courtsid	2
2374	courtyard	6
2375	cousin	4
2376	coustunitza	1
2377	coven	1
2378	cover	68
2379	coverag	19
2380	coverdel	3
2381	covic	3
2382	cow	7
2383	coward	2
2384	cowardli	15
2385	cowboy	3
2386	cower	3
2387	cowl	1
2388	cpn	2
2389	crabbi	1
2390	crack	32
2391	crackdown	10
2392	crackl	2
2393	cradl	1
2394	craft	19
2395	crafti	2
2396	cragey	3
2397	craggi	1
2398	craig	13
2399	cram	3
2400	cramp	8
2401	crane	18
2402	cranni	1
2403	crap	1
2404	crash	85
2405	crater	6
2406	crave	2
2407	crawl	9
2408	crazi	7
2409	creak	1
2410	creaki	2
2411	cream	3
2412	creasingli	1
2413	creat	50
2414	creation	5
2415	creativ	2
2416	creator	1
2417	credenc	2
2418	credenti	16
2419	credibl	42
2420	credit	20
2421	creditor	4
2422	cree	1
2423	creed	2
2424	creek	1
2425	creep	5
2426	creepi	1
2427	cremat	4
2428	crematoria	1
2429	crematorium	1
2430	crept	6
2431	crescent	1
2432	crest	2
2433	crestfallen	1
2434	crevic	1
2435	crew	133
2436	crewman	4
2437	crewmemb	5
2438	crewmen	10
2439	cri	38
2440	crime	83
2441	crimin	105
2442	criminolog	1
2443	crippl	40
2444	crise	14
2445	crisi	54
2446	crisp	3
2447	cristo	1
2448	criteria	2
2449	critic	121
2450	croat	3
2451	croatia	14
2452	croatian	3
2453	croifl	1
2454	croni	18
2455	crook	7
2456	crop	3
2457	crosbi	5
2458	cross	47
2459	crosscourt	5
2460	crossfir	1
2461	crouch	12
2462	crous	1
2463	crow	1
2464	crowbar	6
2465	crowd	106
2466	crowley	10
2467	crown	8
2468	crucial	21
2469	crucifi	1
2470	crude	1
2471	crue	1
2472	cruel	3
2473	cruelti	3
2474	cruis	16
2475	cruiser	3
2476	cruman	1
2477	crumbl	21
2478	crumpl	3
2479	crusad	4
2480	crush	22
2481	crust	1
2482	crutch	6
2483	cruz	1
2484	crwrc	1
2485	cryptic	1
2486	crystal	2
2487	cuba	9
2488	cuban	3
2489	cue	1
2490	cuellar	6
2491	cuff	1
2492	cul	1
2493	culmin	8
2494	culpabl	1
2495	culprit	9
2496	cultiv	2
2497	cultur	12
2498	cummin	2
2499	cun	5
2500	cuomo	3
2501	cup	9
2502	cupboard	1
2503	curb	4
2504	curdl	1
2505	cure	1
2506	curfew	10
2507	curios	2
2508	curiou	9
2509	currenc	2
2510	current	52
2511	curriculum	4
2512	curs	4
2513	cursori	1
2514	curt	2
2515	curtail	4
2516	curtain	3
2517	curti	3
2518	curv	3
2519	cush	2
2520	cusp	1
2521	cussin	2
2522	custodi	21
2523	custodian	3
2524	custom	9
2525	customari	2
2526	cut	115
2527	cutback	1
2528	cutigua	1
2529	cutter	8
2530	cybercaf	1
2531	cybernet	1
2532	cycl	3
2533	cyclon	1
2534	cylind	1
2535	cylindr	1
2536	cynic	9
2537	cypru	1
2538	cyr	1
2539	czarist	2
2540	czech	14
2541	czechoslovakian	1
2542	da	3
2543	dad	11
2544	dada	1
2545	dade	2
2546	dadiv	1
2547	dae	5
2548	daewoo	5
2549	dagestan	3
2550	dagger	3
2551	daili	29
2552	daja	2
2553	dakota	19
2554	dakotan	1
2555	dakouri	1
2556	dalal	1
2557	dale	2
2558	daley	7
2559	dali	1
2560	dalla	37
2561	dalworthington	1
2562	dam	1
2563	damag	156
2564	damascu	2
2565	dame	1
2566	damir	3
2567	dammaj	1
2568	damor	1
2569	damp	1
2570	dampen	2
2571	dan	18
2572	dana	2
2573	danah	4
2574	danburi	1
2575	danc	11
2576	dancer	3
2577	dandelion	1
2578	dane	1
2579	danewich	1
2580	danforth	3
2581	danger	103
2582	dangl	2
2583	daniel	19
2584	daniela	6
2585	daniil	2
2586	danni	1
2587	danzig	4
2588	daoud	1
2589	dapist	1
2590	dar	5
2591	darden	1
2592	dare	15
2593	daren	7
2594	dark	29
2595	darken	3
2596	darl	1
2597	darn	1
2598	darrel	2
2599	dart	1
2600	darwinian	1
2601	daschl	11
2602	dash	4
2603	dashboard	1
2604	data	4
2605	date	32
2606	datelin	7
2607	daughter	55
2608	daunt	6
2609	dave	18
2610	davenport	44
2611	davi	4
2612	david	59
2613	davidian	2
2614	dawn	24
2615	day	476
2616	daybreak	3
2617	dayeb	1
2618	daylight	4
2619	dayton	9
2620	daytona	1
2621	daze	4
2622	dazesurvivor	1
2623	dc	7
2624	dd	1
2625	ddg	7
2626	de	20
2627	dea	1
2628	deactiv	2
2629	dead	165
2630	deadli	53
2631	deadliest	16
2632	deadlin	13
2633	deadlock	3
2634	deaf	1
2635	deal	98
2636	dealt	6
2637	dean	5
2638	dear	5
2639	dearborn	1
2640	dearli	3
2641	death	211
2642	debar	1
2643	debat	65
2644	debbi	5
2645	deborah	3
2646	debra	2
2647	debri	47
2648	debt	14
2649	debut	1
2650	dec	48
2651	decad	83
2652	decay	2
2653	deceas	8
2654	deceit	1
2655	decemb	79
2656	decent	2
2657	decentr	3
2658	decept	1
2659	decibel	1
2660	decid	103
2661	decidedli	1
2662	decis	174
2663	deck	44
2664	declar	99
2665	declassifi	1
2666	declin	48
2667	decod	2
2668	decompos	1
2669	decor	2
2670	decrat	2
2671	decre	2
2672	decri	3
2673	ded	1
2674	dedic	9
2675	dedinj	5
2676	dee	1
2677	deed	3
2678	deem	8
2679	deep	54
2680	deepen	5
2681	deeper	3
2682	deepest	1
2683	deepli	23
2684	defac	1
2685	default	2
2686	defeat	143
2687	defect	2
2688	defenc	3
2689	defend	121
2690	defens	155
2691	defer	2
2692	defi	6
2693	defianc	7
2694	defiant	6
2695	defiantli	2
2696	defici	1
2697	deficit	11
2698	defin	7
2699	definit	37
2700	deflat	1
2701	deflect	6
2702	defoli	1
2703	defolt	1
2704	deforest	10
2705	defraud	3
2706	defunct	2
2707	defus	3
2708	degr	1
2709	degrad	4
2710	degre	31
2711	dehuman	1
2712	dehydr	3
2713	del	11
2714	delawar	25
2715	delay	34
2716	deleg	10
2717	delhi	17
2718	deli	1
2719	deliber	15
2720	delic	7
2721	delici	1
2722	delight	5
2723	deliv	36
2724	deliveri	2
2725	dell	1
2726	delsaut	2
2727	delta	9
2728	delus	2
2729	delv	1
2730	demaci	1
2731	demagogu	2
2732	demand	75
2733	demarc	1
2734	demean	1
2735	demeanor	2
2736	dementieva	5
2737	demick	1
2738	demilitar	1
2739	demis	6
2740	democraci	83
2741	democrat	188
2742	democratich	1
2743	demograph	1
2744	demolish	5
2745	demolit	5
2746	demon	4
2747	demonstr	88
2748	demot	2
2749	demur	1
2750	demystifi	1
2751	dengu	1
2752	deni	95
2753	denial	5
2754	denigr	1
2755	denis	14
2756	denisa	3
2757	denn	1
2758	denni	8
2759	denomin	1
2760	denounc	13
2761	dens	4
2762	dent	2
2763	dental	1
2764	denver	21
2765	depart	180
2766	departur	20
2767	depend	34
2768	depict	1
2769	deplan	1
2770	deplet	2
2771	deplor	2
2772	deploy	22
2773	deport	3
2774	deportieren	1
2775	depos	7
2776	deposit	4
2777	depot	4
2778	depress	3
2779	depriv	1
2780	dept	1
2781	depth	13
2782	deputi	46
2783	dequia	2
2784	derail	1
2785	derelict	1
2786	deriv	3
2787	desai	1
2788	descend	18
2789	descent	9
2790	describ	80
2791	descript	8
2792	desegreg	1
2793	desert	35
2794	deserv	15
2795	deservedli	2
2796	design	38
2797	designe	1
2798	desir	16
2799	desist	3
2800	desk	6
2801	desol	1
2802	despair	6
2803	desper	39
2804	despic	12
2805	despis	3
2806	despit	116
2807	despot	1
2808	destabil	3
2809	destin	10
2810	destini	1
2811	destitut	1
2812	destroy	227
2813	destruct	27
2814	desvid	1
2815	detach	3
2816	detail	89
2817	detain	31
2818	detaine	2
2819	detect	14
2820	detector	1
2821	detent	10
2822	deter	15
2823	deterg	1
2824	deterior	11
2825	determin	104
2826	deterr	2
2827	detest	1
2828	deton	30
2829	detour	4
2830	detritu	1
2831	detroit	3
2832	deuc	12
2833	deutch	8
2834	deutsch	1
2835	devast	58
2836	devastatingli	1
2837	develop	97
2838	deviat	1
2839	devic	15
2840	devilish	1
2841	devis	1
2842	devot	15
2843	devour	2
2844	devoutli	1
2845	dewat	2
2846	dewin	2
2847	dhabi	4
2848	dhahran	12
2849	dharan	1
2850	dhingra	1
2851	dhrumal	1
2852	diabak	1
2853	diagnos	5
2854	diagnosi	1
2855	diagnost	1
2856	diagnostico	1
2857	diagram	1
2858	dialect	1
2859	diallo	2
2860	dialo	3
2861	dialogu	8
2862	diamet	3
2863	diamond	3
2864	dian	2
2865	diann	3
2866	diari	1
2867	diarrhea	3
2868	diaz	2
2869	dick	36
2870	dickinson	1
2871	dictablanda	1
2872	dictadura	1
2873	dictat	29
2874	dictatori	3
2875	dictatorship	10
2876	diction	4
2877	dictionari	1
2878	dictment	1
2879	die	192
2880	diego	5
2881	dienstbier	2
2882	diesel	2
2883	diet	3
2884	differ	107
2885	difficult	84
2886	difficulti	21
2887	diffus	1
2888	dig	49
2889	digest	1
2890	digger	3
2891	digit	4
2892	dignitari	5
2893	digniti	8
2894	dilapid	1
2895	dilemma	4
2896	dilfer	1
2897	dilig	1
2898	dilut	1
2899	dime	1
2900	dimens	2
2901	diminish	5
2902	diminut	1
2903	dimitr	1
2904	dimitri	2
2905	dimmer	1
2906	dina	1
2907	dinar	2
2908	dine	8
2909	dinghi	4
2910	dingi	1
2911	dinh	2
2912	dinkic	3
2913	dinner	10
2914	dioulo	1
2915	dip	2
2916	diplomaci	8
2917	diplomat	69
2918	diplospeak	4
2919	dire	1
2920	direct	75
2921	directli	40
2922	director	102
2923	diring	1
2924	dirksen	1
2925	dirt	35
2926	dirti	11
2927	dirtiest	1
2928	disabl	4
2929	disadvantag	1
2930	disaffect	1
2931	disagr	3
2932	disagre	8
2933	disappear	24
2934	disappoint	25
2935	disapprov	1
2936	disarm	1
2937	disarma	1
2938	disarray	2
2939	disassembl	1
2940	disast	76
2941	disastr	8
2942	disband	6
2943	disbar	4
2944	disbelief	5
2945	disc	1
2946	discard	2
2947	discharg	3
2948	disciplin	13
2949	disciplinari	6
2950	disclos	12
2951	disclosur	7
2952	discomfort	4
2953	discont	2
2954	discontinu	1
2955	discord	2
2956	discothequ	1
2957	discount	1
2958	discourag	7
2959	discov	37
2960	discoveri	12
2961	discovi	1
2962	discredit	10
2963	discreet	1
2964	discrep	4
2965	discret	4
2966	discrimin	2
2967	discuss	75
2968	disdain	4
2969	diseas	9
2970	disenfranchis	3
2971	disgaz	1
2972	disgrac	12
2973	disgruntl	5
2974	disguis	9
2975	disgust	1
2976	dish	1
2977	dishdasha	1
2978	dishearten	2
2979	dishonor	2
2980	disillus	2
2981	disinfect	5
2982	disinform	1
2983	disintegr	10
2984	dislik	1
2985	disloc	2
2986	dislodg	2
2987	dismal	1
2988	dismantl	8
2989	dismay	3
2990	dismemb	1
2991	dismiss	32
2992	disobedi	14
2993	disord	3
2994	disori	2
2995	dispar	4
2996	disparag	2
2997	dispatch	31
2998	dispel	2
2999	dispens	1
3000	dispers	13
3001	displac	2
3002	display	29
3003	displeas	1
3004	displeasur	1
3005	dispos	12
3006	disposit	1
3007	disprov	2
3008	disput	33
3009	disqualifi	6
3010	disquiet	1
3011	disregard	5
3012	disreput	1
3013	disrespect	2
3014	disrupt	9
3015	dissect	1
3016	dissemin	4
3017	dissent	5
3018	dissid	6
3019	dissip	1
3020	dissolv	12
3021	dissuas	1
3022	distanc	16
3023	distant	7
3024	distinct	7
3025	distinctli	1
3026	distinguish	7
3027	distort	6
3028	distract	8
3029	distraught	13
3030	distress	4
3031	distribut	26
3032	district	38
3033	distrust	1
3034	disturb	9
3035	disun	2
3036	ditch	5
3037	dive	21
3038	diver	67
3039	divers	8
3040	diversifi	1
3041	divert	8
3042	divid	33
3043	divis	26
3044	divorc	3
3045	divulg	4
3046	dixon	3
3047	dixvil	1
3048	dizzi	2
3049	djahouri	1
3050	djibouti	20
3051	djikal	1
3052	djila	1
3053	djindjic	17
3054	djukanov	3
3055	djuro	1
3056	dmitri	12
3057	dmon	1
3058	dna	5
3059	dnevnik	1
3060	do	1
3061	doan	1
3062	dobrica	1
3063	dochterman	1
3064	dock	42
3065	docksid	2
3066	doctor	52
3067	doctrin	1
3068	document	44
3069	documentari	1
3070	dodg	1
3071	dodgi	3
3072	doer	1
3073	dog	32
3074	dogged	1
3075	doggedli	1
3076	doha	1
3077	dokic	9
3078	doll	1
3079	dollar	47
3080	dolphin	1
3081	domain	1
3082	dome	2
3083	domest	16
3084	domin	42
3085	dominican	1
3086	dominik	16
3087	dominikov	4
3088	dominion	2
3089	dominiqu	1
3090	domino	3
3091	don	2
3092	donald	35
3093	donaldson	2
3094	donat	19
3095	done	109
3096	dong	1
3097	donkey	1
3098	donna	2
3099	donnel	3
3100	donor	11
3101	dooda	1
3102	doom	9
3103	door	55
3104	doorway	2
3105	dopher	1
3106	dora	1
3107	dorcol	1
3108	doreen	1
3109	dori	1
3110	dormitori	1
3111	dorothi	3
3112	dose	1
3113	dostoyevski	1
3114	dot	3
3115	doubl	46
3116	doubt	52
3117	doudou	1
3118	doug	1
3119	dougal	9
3120	dougherti	2
3121	dougla	1
3122	dour	2
3123	dove	1
3124	dover	24
3125	dow	2
3126	down	4
3127	downbeat	1
3128	downfal	19
3129	downplay	3
3130	downpour	1
3131	downstair	2
3132	downtown	29
3133	dows	1
3134	doyal	1
3135	doze	1
3136	dozen	114
3137	dozo	1
3138	dpko	1
3139	dpmo	2
3140	dr	8
3141	draconian	2
3142	draft	16
3143	drag	15
3144	dragan	6
3145	dragana	1
3146	dragesa	1
3147	dragisha	1
3148	dragoljub	8
3149	dragomir	2
3150	dragon	2
3151	drain	8
3152	drama	13
3153	draman	15
3154	dramat	33
3155	drape	18
3156	draper	2
3157	draskov	4
3158	drastic	1
3159	draw	48
3160	drawn	17
3161	dread	1
3162	dream	20
3163	dress	24
3164	dresser	1
3165	drew	23
3166	drexel	1
3167	dri	17
3168	drift	3
3169	drill	8
3170	drink	13
3171	drip	1
3172	drissa	3
3173	drive	65
3174	driven	17
3175	driver	24
3176	driveway	1
3177	drizzl	1
3178	drizzli	1
3179	drop	52
3180	drought	2
3181	drove	22
3182	drown	6
3183	drub	1
3184	drudg	1
3185	drug	41
3186	drugli	1
3187	drum	1
3188	drumbeat	2
3189	drummer	2
3190	drunk	3
3191	drunken	1
3192	drydock	1
3193	du	1
3194	dual	1
3195	duan	1
3196	dub	3
3197	dubai	5
3198	dubiou	1
3199	duboc	1
3200	duc	7
3201	duck	4
3202	duct	6
3203	dudley	12
3204	due	38
3205	duel	3
3206	duffel	2
3207	duffi	4
3208	duffl	1
3209	dug	22
3210	duglon	1
3211	duguid	2
3212	duke	1
3213	dull	1
3214	duluth	1
3215	duma	1
3216	dump	12
3217	duo	1
3218	duopoli	1
3219	dupe	1
3220	duplic	1
3221	durango	2
3222	duress	1
3223	dusan	1
3224	dusk	2
3225	dust	13
3226	dusti	11
3227	dutch	3
3228	duti	27
3229	duval	1
3230	dwarf	1
3231	dwell	2
3232	dweller	3
3233	dwight	2
3234	dwindl	11
3235	dwyer	1
3236	dy	5
3237	dye	2
3238	dygalo	2
3239	dynam	4
3240	dynamit	8
3241	dynasti	1
3242	dysfunct	1
3243	e	16
3244	eager	18
3245	eagl	1
3246	eagleton	1
3247	eaker	1
3248	eant	1
3249	ear	7
3250	eardrum	2
3251	earli	181
3252	earlier	188
3253	earliest	7
3254	earmark	8
3255	earn	23
3256	earnest	5
3257	earshot	1
3258	earth	29
3259	earthmov	3
3260	earthquak	111
3261	eas	27
3262	easi	34
3263	easier	12
3264	easiest	2
3265	easili	25
3266	easley	1
3267	east	128
3268	eastern	40
3269	eat	15
3270	eaten	3
3271	eavesdrop	1
3272	eb	3
3273	ebb	5
3274	ebri	1
3275	eccel	1
3276	echeverria	1
3277	echo	28
3278	eclips	2
3279	ecolog	1
3280	ecologist	1
3281	econolin	1
3282	econom	83
3283	economi	73
3284	economist	12
3285	ecstat	1
