t_index	term	df
4872	hip	2
4873	hirashima	3
4874	hire	11
4875	hiro	5
4876	hiromi	1
4877	hisashi	2
4878	hisham	1
4879	hispan	8
4880	histor	30
4881	histori	95
4882	historian	7
4883	hit	118
4884	hitler	2
4885	hitter	1
4886	hiv	1
4887	hive	1
4888	hm	1
4889	hmm	1
4890	hmo	2
4891	ho	26
4892	hoan	2
4893	hobbl	2
4894	hobe	1
4895	hobnob	1
4896	hodeidah	2
4897	hoe	4
4898	hoeven	1
4899	hoey	1
4900	hoffman	4
4901	holbrook	1
4902	hold	141
4903	holden	3
4904	holder	4
4905	holdov	1
4906	holdup	9
4907	hole	136
4908	holf	1
4909	holi	22
4910	holiday	26
4911	holiest	2
4912	hollow	1
4913	hollywood	5
4914	holtz	1
4915	homag	1
4916	homback	1
4917	home	320
4918	homecom	6
4919	homegrown	2
4920	homeland	25
4921	homeless	23
4922	homemad	4
4923	homemak	2
4924	homeown	1
4925	homeport	3
4926	homestead	2
4927	hometown	16
4928	homework	1
4929	homicid	1
4930	homili	1
4931	hondura	9
4932	honduran	6
4933	honest	13
4934	honesti	5
4935	honestli	5
4936	honey	2
4937	honeymoon	1
4938	hong	1
4939	honk	4
4940	honolulu	1
4941	honor	58
4942	honorif	1
4943	hoogenboom	1
4944	hook	1
4945	hooper	1
4946	hoopla	1
4947	hop	8
4948	hope	224
4949	horiuchi	2
4950	horizon	5
4951	horn	12
4952	horner	1
4953	horrend	3
4954	horribl	8
4955	horrif	6
4956	horrifi	5
4957	horror	3
4958	hors	6
4959	horsch	1
4960	horseback	3
4961	horsepow	1
4962	hose	9
4963	hosni	6
4964	hospit	88
4965	hoss	1
4966	host	22
4967	hostag	30
4968	hostil	15
4969	hot	15
4970	hotb	2
4971	hotel	69
4972	hoteol	1
4973	hothead	2
4974	hotli	9
4975	hound	2
4976	houphouet	6
4977	hour	287
4978	houri	1
4979	hourli	1
4980	hourlong	1
4981	hous	293
4982	household	3
4983	housekeep	1
4984	housew	2
4985	housewif	1
4986	houston	12
4987	hover	6
4988	howard	14
4989	howev	124
4990	hrbati	16
4991	html	1
4992	http	58
4993	huaman	2
4994	huang	1
4995	hub	4
4996	hubbard	1
4997	hubbel	8
4998	hubbl	1
4999	huber	2
5000	hubert	5
5001	huckabe	1
5002	huddl	7
5003	hudson	5
5004	hue	1
5005	huff	1
5006	huffington	3
5007	huffman	1
5008	hug	14
5009	huge	77
5010	hugh	2
5011	hugo	1
5012	huh	4
5013	hulk	2
5014	hull	78
5015	human	60
5016	humanitarian	31
5017	humbl	7
5018	humbler	1
5019	humid	3
5020	humil	2
5021	humili	10
5022	humor	2
5023	humphrey	2
5024	hunch	2
5025	hundr	120
5026	hung	12
5027	hungari	3
5028	hungarian	1
5029	hunger	4
5030	hungri	11
5031	hunt	25
5032	hunta	1
5033	hunter	11
5034	huntsvil	1
5035	hurdl	4
5036	hurl	8
5037	hurrah	1
5038	hurri	4
5039	hurrican	6
5040	hurt	37
5041	hurtado	1
5042	husarova	2
5043	husband	74
5044	hush	1
5045	huski	2
5046	hussain	1
5047	hussan	1
5048	hussein	8
5049	hussian	1
5050	hut	1
5051	hutchinson	2
5052	hutchison	5
5053	hwa	1
5054	hyderabad	3
5055	hydra	1
5056	hyena	2
5057	hygien	1
5058	hymlek	1
5059	hymn	4
5060	hype	3
5061	hyperinfl	7
5062	hypothermia	2
5063	hypothet	6
5064	hyster	2
5065	hysteria	1
5066	hz	1
5067	i	1
5068	ian	4
5069	iant	1
5070	ibero	5
5071	ibrahim	2
5072	ice	3
5073	iceberg	1
5074	icg	1
5075	ick	2
5076	icn	1
5077	icon	5
5078	id	7
5079	ida	2
5080	idaho	3
5081	idea	41
5082	ideal	12
5083	ident	31
5084	identif	23
5085	identifi	96
5086	ideolog	10
5087	ideologu	1
5088	idyl	3
5089	ignacio	4
5090	ignit	1
5091	ignomini	4
5092	ignor	22
5093	igor	26
5094	ii	32
5095	iii	9
5096	il	3
5097	ili	4
5098	ilic	2
5099	ilija	1
5100	ilk	1
5101	ill	31
5102	illeg	44
5103	illegitim	7
5104	illicit	10
5105	illinoi	5
5106	illumin	1
5107	illus	3
5108	illustr	9
5109	illustri	2
5110	ilya	9
5111	imag	28
5112	imagin	28
5113	imam	2
5114	imbal	1
5115	imbu	1
5116	imf	2
5117	imlegitim	1
5118	immacul	1
5119	immedi	124
5120	immens	3
5121	immers	1
5122	immigr	29
5123	immin	5
5124	immobil	2
5125	immor	1
5126	immun	2
5127	imp	1
5128	impact	33
5129	imparti	5
5130	impass	6
5131	impati	3
5132	impeach	21
5133	impecc	2
5134	imped	3
5135	impedi	1
5136	impeech	1
5137	impend	3
5138	impenetr	1
5139	imper	1
5140	impercept	1
5141	imperfect	2
5142	imperi	2
5143	imperialist	4
5144	imperson	3
5145	impetu	2
5146	impich	1
5147	implement	10
5148	impli	5
5149	implic	14
5150	implicit	2
5151	implod	1
5152	implor	2
5153	imponder	1
5154	import	138
5155	importantli	2
5156	impos	39
5157	imposs	37
5158	impot	1
5159	impoverish	17
5160	impract	1
5161	impress	18
5162	imprimatur	1
5163	imprison	12
5164	improb	3
5165	impromptu	2
5166	improp	3
5167	improperli	1
5168	improprieti	1
5169	improv	59
5170	improvis	3
5171	impuls	2
5172	impun	4
5173	in	1
5174	inabl	9
5175	inaccess	3
5176	inaccur	4
5177	inact	1
5178	inadequ	7
5179	inadequaci	1
5180	inadvert	1
5181	inappropri	9
5182	inaugur	26
5183	inc	2
5184	incap	2
5185	incapac	15
5186	incarcer	4
5187	incas	1
5188	incens	3
5189	incent	5
5190	incerlik	1
5191	inch	20
5192	inchon	1
5193	incid	47
5194	incident	1
5195	incirlik	2
5196	incit	7
5197	inclin	4
5198	includ	293
5199	inclus	4
5200	incom	15
5201	incompat	2
5202	incompet	1
5203	incomplet	6
5204	incomprehens	1
5205	inconceiv	2
5206	inconclus	3
5207	incorrect	2
5208	incorrectli	1
5209	increas	42
5210	increasingli	30
5211	incred	19
5212	incredul	1
5213	incrimin	3
5214	incub	1
5215	incumb	30
5216	ind	8
5217	inde	27
5218	indecis	3
5219	indefens	1
5220	indefinit	14
5221	independ	97
5222	index	1
5223	india	68
5224	indian	49
5225	indiana	5
5226	indic	79
5227	indict	47
5228	indiffer	2
5229	indign	7
5230	indirect	1
5231	indirectli	4
5232	indiscret	1
5233	indispens	1
5234	indit	3
5235	individu	35
5236	indo	1
5237	indochina	2
5238	indonesia	9
5239	indonesian	1
5240	indoor	6
5241	induc	3
5242	induct	1
5243	inducte	1
5244	indulg	1
5245	industri	28
5246	ineffect	5
5247	ineffectu	2
5248	ineffici	2
5249	inelig	1
5250	inequ	1
5251	inescap	2
5252	inevit	15
5253	inexcus	2
5254	inexpens	1
5255	inexplic	1
5256	infam	2
5257	infanc	1
5258	infant	8
5259	infect	6
5260	infest	7
5261	infight	3
5262	infiltr	10
5263	inflam	4
5264	inflamm	2
5265	inflat	19
5266	inflict	17
5267	influenc	48
5268	influenti	8
5269	influx	1
5270	inform	165
5271	infrastructur	3
5272	infuri	3
5273	ing	2
5274	ingal	3
5275	ingenu	1
5276	ingest	2
5277	ingrati	2
5278	inhabit	7
5279	inherit	4
5280	inhibit	2
5281	inim	1
5282	iniquit	1
5283	initi	93
5284	inject	8
5285	injur	159
5286	injuri	63
5287	injustic	2
5288	ink	1
5289	inkl	3
5290	inland	1
5291	inlay	1
5292	inmat	41
5293	inn	5
5294	innat	1
5295	inner	18
5296	innoc	30
5297	innocu	1
5298	innov	6
5299	innsbrook	2
5300	innumer	2
5301	inquir	1
5302	inquiri	30
5303	inquisit	3
5304	inquisitor	1
5305	insati	1
5306	insect	1
5307	insecur	1
5308	insepar	1
5309	insert	3
5310	insid	124
5311	insight	1
5312	insinu	1
5313	insist	91
5314	inspect	13
5315	inspector	13
5316	inspir	12
5317	inspit	1
5318	instabl	14
5319	instal	26
5320	instanc	16
5321	instant	4
5322	instantan	2
5323	instantli	15
5324	instead	72
5325	instil	1
5326	instinct	5
5327	institut	75
5328	institution	4
5329	instituto	1
5330	instruct	15
5331	instrument	11
5332	insular	1
5333	insult	3
5334	insur	11
5335	insurg	17
5336	insurmount	1
5337	insurrect	3
5338	intact	6
5339	integr	6
5340	intellectu	5
5341	intellig	110
5342	intelligentia	1
5343	intend	49
5344	intens	29
5345	intensifi	15
5346	intent	36
5347	inter	2
5348	interact	2
5349	interced	3
5350	intercept	6
5351	intercontinent	1
5352	interdict	1
5353	interest	106
5354	interf	1
5355	interfax	8
5356	interfer	3
5357	interim	25
5358	interior	22
5359	intermediari	2
5360	intermingl	1
5361	intermitt	5
5362	intern	219
5363	internet	18
5364	interpret	8
5365	interraci	1
5366	interrog	16
5367	interrupt	13
5368	intersect	4
5369	interst	2
5370	intertwin	3
5371	interv	1
5372	interven	17
5373	intervent	14
5374	interview	120
5375	intifada	1
5376	intim	1
5377	intimid	7
5378	intoler	2
5379	intox	6
5380	intransit	1
5381	intric	2
5382	intricaci	1
5383	intrigu	5
5384	introduc	14
5385	introduct	2
5386	introductori	1
5387	introspect	1
5388	intrus	1
5389	intyr	2
5390	inund	2
5391	invad	2
5392	invalid	7
5393	invas	5
5394	invent	7
5395	invert	1
5396	invest	34
5397	investbanka	1
5398	investig	279
5399	investigat	1
5400	investor	16
5401	invigor	1
5402	invinc	2
5403	inviol	1
5404	invit	26
5405	invok	1
5406	involv	137
5407	inward	2
5408	iowa	12
5409	ipd	1
5410	ira	3
5411	iran	18
5412	iranian	5
5413	iraq	26
5414	iraqi	8
5415	irina	2
5416	irish	2
5417	iron	32
5418	ironi	1
5419	irrat	1
5420	irregular	17
5421	irrelev	2
5422	irrespons	3
5423	irrevers	4
5424	irrevoc	2
5425	irrit	1
5426	irv	24
5427	iryani	11
5428	isabela	1
5429	ise	1
5430	isff	1
5431	isham	2
5432	isl	1
5433	islam	68
5434	islamabad	4
5435	islamist	1
5436	islamiya	2
5437	island	23
5438	islaymiyya	1
5439	islyki	1
5440	ismael	3
5441	isol	34
5442	isolationist	1
5443	isra	47
5444	israel	73
5445	issu	161
5446	issuanc	3
5447	istanbul	1
5448	itali	11
5449	italian	5
5450	itar	4
5451	itch	2
5452	item	7
5453	itf	1
5454	ithaca	2
5455	itiner	1
5456	itinerari	4
5457	itogi	2
5458	iv	1
5459	iva	6
5460	ivan	4
5461	ivanak	1
5462	ivanov	20
5463	ivashkov	1
5464	ivo	1
5465	ivoirian	6
5466	ivoirit	2
5467	ivon	2
5468	ivori	51
5469	ivorian	27
5470	iwo	2
5471	izetbegov	1
5472	j	12
5473	ja	3
5474	jack	20
5475	jacket	6
5476	jackhamm	2
5477	jacki	4
5478	jackson	4
5479	jacksonvil	2
5480	jacob	1
5481	jacobson	1
5482	jacqu	7
5483	jag	8
5484	jagdishthandra	1
5485	jagland	3
5486	jai	1
5487	jail	55
5488	jailbreak	1
5489	jaim	5
5490	jaisalm	1
5491	jakarta	1
5492	jake	25
5493	jalpataua	5
5494	jam	13
5495	jamal	6
5496	jambiya	1
5497	jame	56
5498	jami	2
5499	jan	42
5500	jana	1
5501	janata	3
5502	jane	9
5503	janel	1
5504	janet	16
5505	janett	2
5506	jang	2
5507	jangonibi	1
5508	janiss	3
5509	janitor	1
5510	jankov	1
5511	januari	22
5512	japan	64
5513	japanes	36
5514	jarcob	1
5515	jason	1
5516	jauntier	1
5517	javier	7
5518	jay	3
5519	jayantil	1
5520	jayn	5
5521	jayshre	1
5522	jaysukhlalani	1
5523	jazeera	3
5524	jazera	1
5525	jd	1
5526	jealous	1
5527	jean	56
5528	jeann	1
5529	jeanni	2
5530	jeb	2
5531	jeep	11
5532	jeevan	1
5533	jeff	4
5534	jefferson	15
5535	jefford	2
5536	jefri	1
5537	jehangir	1
5538	jelena	8
5539	jen	4
5540	jenna	2
5541	jenni	1
5542	jennif	44
5543	jeopard	1
5544	jeopardi	2
5545	jerica	1
5546	jerk	1
5547	jerom	3
5548	jerri	10
5549	jerrold	1
5550	jersey	19
5551	jerudong	1
5552	jerusalem	10
5553	jess	2
5554	jessi	2
5555	jesu	2
5556	jet	19
5557	jethwa	1
5558	jew	5
5559	jewel	1
5560	jewelri	3
5561	jewish	12
5562	jhonni	1
5563	jiang	7
5564	jiddah	1
5565	jig	1
5566	jihad	21
5567	jihadi	1
5568	jihadist	2
5569	jim	51
5570	jima	2
5571	jimen	1
5572	jimmi	10
5573	jing	1
5574	jiri	11
5575	jiten	1
5576	jitsukawa	1
5577	jo	9
5578	joachim	1
5579	joan	4
5580	job	103
5581	jobe	1
5582	jobless	2
5583	jochamowitz	2
5584	jockey	1
5585	jocular	1
5586	jodi	3
5587	joe	5
5588	joel	1
5589	joerg	1
5590	jog	1
5591	johann	1
5592	johansson	3
5593	john	135
5594	johnn	1
5595	johnni	1
5596	johnson	14
5597	join	117
5598	joint	31
5599	jointli	1
5600	joke	16
5601	jolt	8
5602	jon	14
5603	jonathan	12
5604	jone	14
5605	jong	2
5606	jordan	11
5607	jordanian	4
5608	jorg	3
5609	joschka	2
5610	jose	16
5611	joseph	43
5612	josh	1
5613	joshi	1
5614	joshua	3
5615	josip	1
5616	jospin	1
5617	jostl	2
5618	journalist	37
5619	journey	19
5620	journeyni	1
5621	joust	2
5622	jovanov	1
5623	jovic	1
5624	joy	12
5625	joyou	4
5626	joyous	1
5627	joyrid	1
5628	joytosna	3
5629	jr	26
5630	jrm	1
5631	jtf	2
5632	juan	17
5633	juana	1
5634	juarez	1
5635	jubil	13
5636	judd	4
5637	judg	63
5638	judgement	1
5639	judgeship	1
5640	judgment	9
5641	judi	3
5642	judici	24
5643	judiciari	12
5644	judith	4
5645	juelu	1
5646	jug	1
5647	juggler	1
5648	jugic	1
5649	jukic	1
5650	jul	1
5651	juli	60
5652	julio	4
5653	jumbl	2
5654	jump	18
5655	jumper	1
5656	junction	1
5657	june	41
5658	jung	5
5659	jungl	1
5660	junior	9
5661	junk	10
5662	junta	23
5663	jurenovich	3
5664	jurgua	1
5665	juri	14
5666	jurisdict	2
5667	jurisprud	1
5668	jurist	1
5669	juror	2
5670	justic	102
5671	justif	5
5672	justifi	12
5673	justin	7
5674	k	7
5675	kafelnikov	29
5676	kaffu	1
5677	kahn	4
5678	kalamazoo	2
5679	kalashnikov	2
5680	kalemegdan	1
5681	kalmen	1
5682	kaluga	1
5683	kamarau	1
5684	kamikaz	3
5685	kamisar	1
5686	kan	4
5687	kandahar	3
5688	kansa	14
5689	kansara	1
5690	karachi	3
5691	karadich	1
5692	karadjordjev	1
5693	karadz	3
5694	karamo	1
5695	karat	1
5696	karen	1
5697	karim	12
5698	karin	2
5699	karisma	1
5700	karita	1
5701	karl	2
5702	karol	3
5703	karuth	1
5704	kashmir	2
5705	kasich	1
5706	kasra	1
5707	katarina	1
5708	kathi	1
5709	kathia	3
5710	kathleen	4
5711	kati	3
5712	katmandu	1
5713	katzenbach	1
5714	kay	5
5715	kcep	3
5716	kearney	1
5717	keedysvil	1
5718	keef	1
5719	keel	7
5720	keeler	1
5721	keen	3
5722	keep	131
5723	keith	11
5724	kelli	2
5725	kemba	2
5726	kemp	4
5727	ken	7
5728	kendal	1
5729	kendel	1
5730	kenedi	19
5731	kennedi	22
5732	kenneth	22
5733	kenni	1
5734	kent	4
5735	kentucki	6
5736	kenya	39
5737	kenyan	2
5738	kenzo	3
5739	kept	63
5740	kera	1
5741	kerchief	1
5742	kerrey	1
5743	kerri	2
5744	keshubhai	4
5745	ketan	1
5746	kevin	6
5747	key	73
5748	keyboard	3
5749	keyston	2
5750	kft	1
5751	kgb	5
5752	kha	7
5753	khai	1
5754	khaldei	1
5755	khale	4
5756	khalifa	3
5757	khamri	1
5758	khoan	1
5759	khobar	8
5760	khou	2
5761	khouang	1
5762	ki	1
5763	kick	14
5764	kickback	6
5765	kid	10
5766	kidnap	31
5767	kidnapp	6
5768	kidney	6
5769	kiefer	4
5770	kieli	1
5771	kielli	1
5772	kill	431
5773	killer	21
5774	kilomet	3
5775	kim	20
5776	kin	3
5777	kind	115
5778	kinda	2
5779	kinder	1
5780	king	17
5781	kingdom	3
5782	kingsvil	1
5783	kinship	1
5784	kipper	1
5785	kiri	1
5786	kirk	17
5787	kirti	1
5788	kiss	8
5789	kissimme	1
5790	kit	12
5791	kitchen	11
5792	kitkat	1
5793	kitti	2
5794	kktv	4
5795	klebanov	9
5796	klempson	1
5797	kline	2
5798	klink	3
5799	kmov	5
5800	knack	2
5801	knee	2
5802	kneel	2
5803	knew	54
5804	knez	1
5805	knife	6
5806	knippschild	1
5807	knit	1
5808	knive	4
5809	knock	28
5810	knockout	1
5811	knot	1
5812	know	247
5813	knowingli	1
5814	knowledg	16
5815	known	156
5816	knoxvil	5
5817	kobe	1
5818	koch	1
5819	kofi	13
5820	kohl	2
5821	kohut	1
5822	kokilabehn	1
5823	koler	3
5824	koleskinov	1
5825	kolesnikov	13
5826	kollek	1
5827	kolubara	17
5828	kolubarska	1
5829	komasagua	1
5830	komers	2
5831	komsomolskaya	1
5832	konan	12
5833	kone	3
5834	kong	1
5835	konsensu	1
5836	korac	4
5837	koran	2
5838	korea	11
5839	korean	9
5840	korhogo	8
5841	kornblum	1
5842	korton	1
5843	koryerov	1
5844	kosovar	3
5845	kosovo	47
5846	kosovor	1
5847	kosovska	1
5848	kostinitca	1
5849	kostolac	1
5850	kostrolot	1
5851	kostroma	1
5852	kostunica	103
5853	kothari	1
5854	kouassi	1
5855	kournikova	22
5856	kovac	1
5857	kovacev	4
5858	kragujevac	2
5859	kraljevo	1
5860	krall	1
5861	krasnaya	1
5862	kratochvil	2
5863	krauss	1
5864	kremlin	4
5865	krin	1
5866	krishna	1
5867	kristen	1
5868	kristi	1
5869	kristina	1
5870	krugel	2
5871	kubikov	1
5872	kucera	3
5873	kuchera	1
5874	kuerten	16
5875	kuerton	1
5876	kugel	1
5877	kuluada	1
5878	kumamoto	1
5879	kumbh	3
5880	kumsomolitz	1
5881	kuntal	3
5882	kurd	1
5883	kuroyedov	5
5884	kursk	55
5885	kursumlija	1
5886	kurti	1
5887	kusa	1
5888	kusi	1
5889	kutch	3
5890	kuwait	15
5891	kuwaiti	1
5892	kvashnin	1
5893	ky	1
5894	kyl	3
5895	kyushu	2
5896	l	8
5897	la	33
5898	lab	8
5899	label	7
5900	labor	23
5901	laboratori	12
5902	labori	1
5903	labu	1
5904	lac	1
5905	lace	3
5906	lacey	1
5907	lacina	1
5908	lack	46
5909	lackey	3
5910	lacki	1
5911	ladder	5
5912	laden	90
5913	ladi	32
5914	lae	1
5915	lafayett	2
5916	lag	3
5917	lahat	1
5918	lahej	5
5919	lahiri	1
5920	laid	17
5921	lain	2
5922	lair	1
5923	lake	6
5924	lakeina	2
5925	lakiba	2
5926	lakshmi	3
5927	lal	1
5928	lam	4
5929	lamb	1
5930	lambast	1
5931	lambent	1
5932	lambert	2
5933	lame	2
5934	lament	3
5935	lamont	1
5936	lamp	2
5937	lan	2
5938	lanc	1
5939	lancast	1
5940	lanchin	1
5941	land	53
5942	landlord	6
5943	landmark	6
5944	landmin	1
5945	landown	1
5946	landscap	3
5947	landslid	42
5948	landstuhl	21
5949	lane	4
5950	lang	1
5951	langdon	1
5952	langhorn	1
5953	langston	1
5954	languag	25
5955	languish	2
5956	lans	1
5957	lanviara	1
5958	lao	4
5959	lap	2
5960	lapdog	1
5961	lapel	3
5962	lapentti	1
5963	laps	16
5964	laquawensa	1
5965	lar	3
5966	lara	5
5967	lard	1
5968	larg	115
5969	larger	33
5970	largess	1
5971	largest	83
5972	laron	1
5973	larri	34
5974	larson	3
5975	lasal	1
5976	laser	2
5977	lash	5
5978	last	507
5979	latch	2
5980	late	160
5981	latecom	2
5982	latent	2
5983	later	193
5984	latest	60
5985	latham	3
5986	latifah	1
5987	latin	18
5988	latter	2
5989	laud	4
5990	lauderdal	2
5991	laugh	6
5992	laughter	2
5993	launch	51
5994	launder	28
5995	laundri	1
5996	laura	4
5997	lauran	1
5998	laurent	29
5999	lauri	1
6000	lautenberg	6
6001	laver	11
6002	lavish	2
6003	lavishli	1
6004	law	133
6005	lawless	6
6006	lawmak	41
6007	lawn	5
6008	lawrenc	10
6009	lawsuit	2
6010	lawton	3
6011	lawyer	72
6012	lax	7
6013	laxiti	2
6014	laxman	3
6015	lay	24
6016	layer	5
6017	layoff	2
6018	layov	3
6019	lazarevac	1
6020	lazi	1
6021	lazili	1
6022	lazio	15
6023	lazo	1
6024	le	8
6025	lead	179
6026	leadem	1
6027	leader	301
6028	leadership	34
6029	leagu	4
6030	leak	15
6031	lean	13
6032	leap	5
6033	learn	59
6034	learnt	2
6035	leas	1
6036	least	209
6037	leather	4
6038	leav	195
6039	leavenworth	2
6040	leavitt	1
6041	lebanes	3
6042	lebanon	12
6043	lectur	2
6044	led	124
6045	lee	13
6046	leech	4
6047	lefortovo	14
6048	lefrotovo	1
6049	left	249
6050	leftist	20
6051	leftov	4
6052	leg	39
6053	legaci	12
6054	legal	67
6055	legend	5
6056	legendari	2
6057	legion	1
6058	legisl	36
6059	legislatur	19
6060	legitim	12
6061	legitimaci	11
6062	lehan	1
6063	lehrer	3
6064	leicest	1
6065	leidig	1
6066	lend	11
6067	lender	2
6068	lendl	1
6069	length	8
6070	lengthi	9
6071	lenienc	4
6072	lenient	1
6073	leningradski	2
6074	lennard	1
6075	lent	1
6076	leon	5
6077	leonard	12
6078	leposava	1
6079	leprinc	1
6080	lesbian	1
6081	lesion	1
6082	lesley	1
6083	lesli	2
6084	less	95
6085	lessen	1
6086	lesser	4
6087	lesson	14
6088	lest	1
6089	let	116
6090	letdown	1
6091	lethal	2
6092	letter	77
6093	letup	1
6094	leve	1
6095	level	106
6096	lever	3
6097	leverag	2
6098	lewi	1
6099	lewinski	3
6100	lexington	4
6101	lg	1
6102	li	3
6103	liabil	1
6104	liar	5
6105	libbi	2
6106	liber	29
6107	liberia	3
6108	liberti	8
6109	libido	1
6110	librari	3
6111	libya	3
6112	libyan	3
6113	licens	19
6114	lid	1
6115	lida	1
6116	lie	45
6117	lieberman	27
6118	lien	1
6119	lieuten	15
6120	life	134
6121	lifeless	1
6122	lifelong	1
6123	lifestyl	2
6124	lifetim	4
6125	lift	90
6126	light	46
6127	lightbulb	1
6128	lighter	2
6129	lightheartedli	2
6130	lightli	4
6131	lightn	4
6132	like	348
6133	likelihood	3
6134	liken	1
6135	likin	2
6136	lilic	1
6137	lima	33
6138	limb	12
6139	lime	4
6140	limit	38
6141	limousin	10
6142	limp	5
6143	limpli	1
6144	lincoln	7
6145	linda	7
6146	lindenhurt	2
6147	lindi	1
6148	lindsay	41
6149	lindsey	2
6150	line	158
6151	lineman	1
6152	liner	2
6153	lineup	4
6154	linger	16
6155	linguist	1
6156	link	84
6157	lion	1
6158	lionel	1
6159	lioniz	1
6160	lip	2
6161	lipent	1
6162	lippin	1
6163	lippold	18
6164	liquid	2
6165	lir	1
6166	lisa	17
6167	lisnard	2
6168	list	97
6169	listen	28
6170	lister	1
6171	lists	1
6172	lit	7
6173	liter	12
6174	literaci	1
6175	literatur	2
6176	lith	1
6177	liton	1
6178	litter	3
6179	littl	162
6180	litton	6
6181	littor	1
6182	liturgi	1
6183	liv	1
6184	live	218
6185	liveliest	1
6186	liver	1
6187	llagostera	3
6188	lleyton	7
6189	llosa	3
6190	lloyd	3
6191	lo	16
6192	load	50
6193	loader	5
6194	loan	22
6195	loayza	2
6196	lob	8
6197	lobbi	7
6198	lobbyist	1
6199	lobito	2
6200	local	100
6201	locani	2
6202	locat	49
6203	lock	19
6204	locker	1
6205	lockerbi	2
6206	lockup	1
6207	locu	1
6208	lodg	1
6209	loft	2
6210	lofti	2
6211	loftiest	1
6212	log	6
6213	logic	5
6214	logist	12
6215	logvinovich	1
6216	lohna	1
6217	loi	1
6218	loit	1
6219	london	33
6220	lone	8
6221	long	236
6222	longer	65
6223	longest	6
6224	longev	1
6225	longshot	1
6226	longstand	4
6227	longtim	26
6228	look	221
6229	lookout	3
6230	loom	7
6231	loop	1
6232	loophol	2
6233	loos	24
6234	loosen	7
6235	looser	2
6236	loot	11
6237	lopez	6
6238	lopsid	4
6239	loran	6
6240	lord	6
6241	lore	1
6242	lorensen	1
6243	lorenzo	6
6244	lori	1
6245	loron	2
6246	lorri	1
6247	lose	79
6248	loser	7
6249	loss	62
6250	lost	150
6251	lot	132
6252	lott	6
6253	lotteri	1
6254	lou	1
6255	loud	13
6256	loudli	1
6257	loudspeak	9
6258	loug	1
6259	loui	65
6260	louisiana	6
6261	louisvil	4
6262	lourd	1
6263	lousi	3
6264	love	50
6265	low	57
6266	lowel	3
6267	lower	26
6268	lowest	5
6269	loyal	16
6270	loyalist	17
6271	loyalti	8
6272	lsd	1
6273	lt	53
6274	ltd	2
6275	lubbock	1
6276	luci	1
6277	lucia	2
6278	luciano	1
6279	lucio	2
6280	luck	4
6281	lucki	20
6282	luckier	1
6283	luckiest	3
6284	lucr	2
6285	ludwig	1
6286	lugar	3
6287	luggag	1
6288	lui	8
6289	lukin	1
6290	lumber	3
6291	lumberjack	1
6292	luna	1
6293	lunch	12
6294	luncheon	3
6295	lunchtim	2
6296	lung	9
6297	luong	6
6298	lurid	1
6299	lurin	1
6300	lush	1
6301	lust	1
6302	luther	2
6303	lutheran	1
6304	luxembourg	3
6305	luxor	2
6306	luxuri	5
6307	lvador	1
6308	lwr	1
6309	lynch	2
6310	lyndon	8
6311	lynn	2
6312	lyon	1
6313	lyric	3
6314	mac	4
6315	macarthur	1
6316	macdonald	4
6317	maceda	11
6318	macedonia	2
6319	machaca	3
6320	machet	6
6321	machin	23
6322	machineri	4
6323	machinist	1
6324	mack	8
6325	macon	1
6326	mad	4
6327	madden	1
6328	maddock	1
6329	made	296
6330	madelein	42
6331	madelin	4
6332	madinat	1
6333	madison	3
6334	madix	1
6335	madra	4
6336	madrassah	1
6337	madrid	14
6338	maelstrom	1
6339	mafia	3
6340	magana	6
6341	maganbhai	4
6342	magazin	13
6343	mager	1
6344	maggi	1
6345	magic	2
6346	magistr	3
6347	magnanim	3
6348	magnat	3
6349	magnet	1
6350	magnifi	4
6351	magnific	1
6352	magnitogorsk	2
6353	magnitud	59
6354	magnu	14
6355	magnum	4
6356	mahajan	2
6357	mahatma	1
6358	mahesh	1
6359	mahmood	1
6360	mahmoud	1
6361	mahogani	1
6362	mahopac	1
6363	mahur	3
6364	maiden	1
6365	mail	22
6366	maim	3
6367	main	122
6368	mainagashev	1
6369	mainland	1
6370	mainli	17
6371	mainstay	1
6372	maintain	48
6373	mainten	19
6374	mainupl	1
6375	maj	5
6376	majdanpek	1
6377	majoli	6
6378	major	198
6379	make	275
6380	maker	8
6381	makeshift	16
6382	maketa	1
6383	makeup	1
6384	malaysia	4
6385	malaysian	3
6386	malca	1
6387	malcolm	2
6388	male	2
6389	malevol	4
6390	malfunct	13
6391	malhotra	1
6392	mali	3
6393	malic	2
6394	maliss	1
6395	malivai	1
6396	mall	5
6397	malnourish	1
6398	malnutrit	1
6399	malon	1
6400	maloney	2
6401	mama	1
6402	mamad	2
6403	mamansk	1
6404	mammoth	2
6405	man	210
6406	manag	88
6407	manama	4
6408	mananga	1
6409	manannikova	1
6410	manau	1
6411	manchest	1
6412	mandat	9
6413	mandatori	7
6414	mandela	1
6415	maneuv	27
6416	mangal	1
6417	mangl	12
6418	mangu	1
6419	manhattan	10
6420	manhunt	27
6421	mani	345
6422	mania	3
6423	manifest	1
6424	manifold	1
6425	manind	1
6426	manipul	27
6427	mann	4
6428	manner	15
6429	manorama	1
6430	mansfield	1
6431	mansi	1
6432	mansion	21
6433	mansoob	1
6434	mansoon	1
6435	mantra	4
6436	manual	2
6437	manuel	5
6438	manufactur	12
6439	maoist	2
6440	map	8
6441	maquiladora	1
6442	mar	20
