115
t_index	tf-idf
62	0.05963336542316909
199	0.05348067893436053
329	0.022638562388609767
836	0.08673573780884225
948	0.2064638918134307
1000	0.062201073909436945
1470	0.029705363676335042
1574	0.05531746926210287
1680	0.05811728256908607
1827	0.0784690518592404
1896	0.039921017432463984
1921	0.09775390804928608
1996	0.11016593003789185
1998	0.07731375096772702
2096	0.0935649941352341
2783	0.10877207828972991
2886	0.11846441722156556
3046	0.08797113924560121
3166	0.07674312895538282
3225	0.03554787127773817
3227	0.0899363918536586
3318	0.08178130421865858
3445	0.08128268194618979
3885	0.062299848798001926
3940	0.03774592477463204
4142	0.08697614016180222
4176	0.10877207828972991
4177	0.03667247940800977
4201	0.05110142189456033
4380	0.07178869536519916
4480	0.05420056610369321
4590	0.07249455716574925
4595	0.09062438180127047
4768	0.043735109522402775
4787	0.10061699065472988
4797	0.03865687548386351
4801	0.03744893655718629
4840	0.06008253517714347
5025	0.06882129727114357
5290	0.1204782384777856
5360	0.16774531040679688
5408	0.09600012850391877
5503	0.05769921045506442
5714	0.08387265520339844
5751	0.020924059594780782
5798	0.0359175933267753
5809	0.04802762307170807
5886	0.06123905658344126
5933	0.10270834163946974
6078	0.2500355829371851
6139	0.0752931352407709
6162	0.046201282331255825
6209	0.08128268194618979
6308	0.03845178657518211
6511	0.11539842091012883
6524	0.09133024360182054
6657	0.041588666473353283
6870	0.11318839228739079
6890	0.15265649671201223
6950	0.027297745294607847
6960	0.032510917435283705
7209	0.016347425654740694
7231	0.2423355339881506
7254	0.06123905658344126
7288	0.08387265520339844
7598	0.04772934385748881
7632	0.06294561778258727
7839	0.15250718781213268
7894	0.03545622143904715
7960	0.018910238338560738
7962	0.04348807008090111
7965	0.1502406188586578
8080	0.058756703868535286
8142	0.11483581493999008
8230	0.07472930769916279
8260	0.05985702225290982
8345	0.07434385228015238
8459	0.16884329326199687
8583	0.11318839228739079
8698	0.13367150137606137
8753	0.11846441722156556
9051	0.03407083120470512
9235	0.08387265520339844
9236	0.1402006338756686
9424	0.13730010365763687
9432	0.10164255204171431
9455	0.09600012850391877
9573	0.11751340773707057
9815	0.08442164663099844
9898	0.06319840240929672
9934	0.05688188113232711
9977	0.10270834163946974
9989	0.14644345116187252
10042	0.1402006338756686
10066	0.07591960679957108
10358	0.14644345116187252
10529	0.05365887072967794
10536	0.06469443446584362
10545	0.07472930769916279
10584	0.047253644515690786
10642	0.19550781609857215
10761	0.033771150277725814
10856	0.01712847785568113
11279	0.06759978145114719
11412	0.06558596019492714
11464	0.06730279323370143
11490	0.13730010365763687
11509	0.03226573545848902
11566	0.05093918767290782
11677	0.06851073216037865
11679	0.13751950689244635
11682	0.057492561919934806
11692	0.08498195826347493
11760	0.01900996010703428
11798	0.05941153438382869
