119
t_index	tf-idf
3	0.13013721323567978
8	0.4621508455967129
103	0.04507051067561174
209	0.05702495692294708
241	0.13013721323567978
266	0.05894366671116233
478	0.06474828410966858
557	0.07840244519859976
948	0.04709369871086343
1112	0.07978104821074566
1126	0.07183273124794157
1532	0.04545792030258111
1827	0.05369555694114541
1998	0.026452498271981217
2008	0.049607272293786725
2263	0.019292381602053255
2383	0.04487979116280987
2409	0.09147001962534203
2597	0.04111385460040794
2653	0.1445829454566811
2672	0.06456457634633783
2709	0.04174425359747494
2726	0.04487979116280987
2886	0.0810639699308552
3046	0.06019773661867383
3225	0.0973001559776346
3407	0.05010316806796714
3414	0.10970852927550977
3762	0.016996010604272627
4177	0.025094596653953166
4229	0.04168155630980351
4364	0.05463331813425419
4620	0.03553341285822051
4768	0.0299274810647641
4771	0.08393040020195128
4801	0.025625918214213072
5114	0.09251565625210541
5631	0.04413589238616783
5741	0.04190525018317747
5751	0.01431811659234629
5798	0.024578035951375612
5898	0.021369080435351677
6034	0.18294003925068406
6091	0.060635285970685196
6255	0.23449629739780106
6278	0.052802826015004294
6294	0.051675511809558594
6308	0.026312158062520633
6511	0.1579318810175839
6637	0.034098072338106244
6870	0.07745364088311708
6917	0.05400291913718718
6960	0.1334812981928174
6968	0.11724814869890053
6969	0.05723255597273617
7158	0.022759487943116993
7180	0.02717054074389323
7231	0.13266215055041533
7321	0.07443160309735719
7367	0.07352435050746445
7560	0.04413589238616783
7598	0.016330347061288605
7743	0.056140947825037806
7814	0.02984276570416637
7864	0.04605460217438308
7894	0.048524647923957887
7960	0.025880159258206907
7965	0.051404047287771565
8080	0.04020660201051519
8107	0.07028225110615158
8146	0.051950998174010575
8148	0.10280809457554313
8224	0.26027442647135957
8254	0.26027442647135957
8342	0.05463331813425419
8505	0.09147001962534203
8842	0.0432460101753887
8884	0.027615063652891975
8889	0.06817490539407595
8903	0.07295026507532877
8948	0.00784783072509668
9051	0.011657157908993925
9076	0.09824851679429757
9169	0.07038442163510972
9216	0.0511364888660911
9220	0.057393186569372326
9236	0.0959378371610736
9363	0.07352435050746445
9413	0.08554837584248896
9415	0.14886320619471438
9454	0.03934156280876046
9573	0.08041320402103037
9891	0.025205186484519033
10042	0.0479689185805368
10056	0.09091584060516222
10121	0.052514525829333934
10158	0.06927419056314749
10179	0.05361610767340212
10250	0.10020973217091568
10425	0.07639078077856051
10508	0.05868484379989412
10615	0.07831084181550828
10648	0.13013721323567978
10649	0.13756071990917912
10838	0.03357423517701717
10856	0.01172083944208597
11280	0.08244200689409803
11353	0.04888737634671853
11366	0.04487979116280987
11487	0.07858095508856279
11510	0.05562089477772487
11566	0.0348571568971267
11659	0.0348571568971267
11677	0.04688118223215122
11687	0.13013721323567978
11688	0.09374048354816576
11729	0.06201332293392803
11797	0.049853567145981575
11798	0.04065469572883627
