84
t_index	tf-idf
28	0.087579688022367
118	0.06636590636136369
132	0.11936713516275738
286	0.10198025638251877
583	0.06201962504973077
637	0.09474920094919945
670	0.09056087751798289
1117	0.16388310598727965
1172	0.15885216551275716
1202	0.10496656680260563
1805	0.0609210991825256
1893	0.07595833811591822
1902	0.11666840665082882
2018	0.10559518802023629
2030	0.04718780559536002
2437	0.1913991963576833
2609	0.14590533008525494
2690	0.06943711750752771
2704	0.16678126214412534
2812	0.11177362733376625
2869	0.121287395871697
2997	0.12659819059607672
3251	0.06392955678619484
3658	0.11497684068962792
4027	0.03892133104494972
4058	0.11581255387364246
4244	0.1603058984454067
4333	0.04793033100113269
4848	0.058991351049566224
5009	0.09428493065699485
5285	0.06853219794159283
5398	0.1456835563459719
5772	0.03311533353252303
5984	0.10314482535685769
5993	0.10891687554625909
6033	0.1037417498551986
6036	0.11764201874480015
6089	0.07973094447035109
6590	0.09818101622735756
6746	0.04818132972500221
6835	0.06966699644343691
7155	0.08226889329798728
7170	0.06392955678619484
7237	0.04030653837452733
7429	0.1984513696439358
7446	0.02812645374184494
7497	0.02101242039662488
7513	0.06700203390293792
7812	0.1841009448745418
7819	0.07305204914524521
8049	0.05748691181075452
8165	0.13148194452502407
8779	0.15587966723731886
8932	0.1222879175723611
8942	0.19538053345143624
9055	0.06020718224825819
9297	0.053031969863561186
9401	0.06534782828536291
9524	0.06678872292174069
9732	0.061649661583501644
9777	0.06239348293978099
9805	0.06898177573716345
9879	0.06636590636136369
9960	0.058991351049566224
10418	0.14590533008525494
10534	0.07595833811591822
10609	0.07254826521469063
10853	0.11866901027111476
10854	0.3474376616209274
10965	0.057161073088549015
11021	0.044138341263799424
11066	0.11666840665082882
11113	0.11107003001829081
11550	0.14590533008525494
11581	0.1404668529238871
11588	0.055730698375489746
11688	0.13568796423184876
11800	0.10434887868390903
11901	0.09428493065699485
11968	0.05274438795540288
12045	0.07229902789988274
12133	0.10664379881020297
12214	0.053908956929741805
12215	0.07595833811591822
