136
t_index	tf-idf
110	0.029697204791707787
348	0.03299589786306527
401	0.0721101944605923
544	0.10457022395172347
623	0.048134984956924746
666	0.07894545977380296
679	0.057409862057454804
698	0.06424512737066548
702	0.1821024803453766
727	0.058333043196758014
767	0.056645738561530885
817	0.048134984956924746
936	0.03150003727167161
940	0.03015471326153018
1020	0.0637833979301592
1367	0.030038861289361448
1589	0.04129971964371408
1689	0.027053017774073387
1701	0.03978328899569791
1725	0.04002439136004362
1846	0.15789091954760592
2067	0.018984436202906397
2342	0.01377959547229807
2368	0.06968005879567352
2615	0.011147450590647685
3084	0.043632710793620515
3179	0.04077491437220167
3231	0.08437091507641041
3642	0.02364927357081151
3690	0.07476712090918158
3800	0.029810123767291998
4074	0.05654628377482026
4084	0.018586464290471873
4237	0.03954645415465349
4333	0.018057889243135738
4387	0.014627212990599292
4450	0.11275433871817271
4677	0.04569537316960537
4803	0.01675688621056258
4834	0.13521584059457614
4883	0.059620247534583996
4904	0.07509603797588037
4941	0.0393137383898915
5031	0.05057459674424413
5154	0.027715101474210798
5651	0.0388601078563947
5978	0.020606425132891158
6001	0.5540399016875261
6132	0.030677057772447905
6188	0.06760792029728807
6378	0.02288444716958674
6421	0.015454380858392685
6445	0.04954479496752798
6529	0.03679744548040985
6554	0.08924867234024854
6618	0.049058166096227956
6642	0.04532875244978931
6716	0.024690529077478283
6835	0.02624724009620933
7010	0.019657501289952965
7118	0.025569585463860425
7232	0.06967058267327292
7266	0.0721101944605923
7468	0.0777871014908002
7497	0.007916489461412053
7511	0.11093276186217273
7781	0.04184595137168276
7874	0.09364579217694047
7962	0.08994381891452187
8069	0.1420582912081971
8070	0.16107967146799168
8181	0.020535246666761944
8331	0.042709529654317305
8351	0.057409862057454804
8516	0.15789091954760592
8549	0.19435446196168624
8590	0.028932378390483016
8619	0.043955155774409324
8731	0.06871566738618093
8734	0.04184595137168276
8735	0.06424512737066548
8976	0.057409862057454804
9055	0.022683228051453296
9071	0.0759930591475203
9117	0.05654628377482026
9121	0.10114919348848826
9155	0.05004979147273172
9248	0.026160632549854596
9289	0.04858861549042156
9294	0.04355038206492384
9337	0.09626996991384949
9401	0.008206660381214903
9505	0.07104423439347876
9534	0.02343631174091277
9535	0.038638932255519884
9538	0.027910445369770033
9629	0.04769623026620276
9770	0.03552211719673938
9862	0.04077491437220167
9879	0.025003544969583073
9905	0.11794121516967451
10074	0.0721101944605923
10263	0.04462433617012427
10269	0.07720742687382612
10444	0.1256706347201245
10527	0.03257107427115271
10553	0.022683228051453296
10592	0.0721101944605923
10661	0.06283531736006225
10780	0.043317853462140656
10828	0.31237035319086986
10913	0.025162842317587433
10914	0.021055516835977842
10990	0.010677899984841277
10999	0.051690310977878344
11010	0.08259943928742816
11021	0.016629246267850353
11079	0.03587426434110664
11093	0.16413897707289077
11171	0.01629470836333037
11200	0.07894545977380296
11268	0.043632710793620515
11585	0.01697236299567928
11642	0.06424512737066548
11803	0.06760792029728807
11925	0.01714727815567078
11953	0.014161434640382721
11986	0.04954479496752798
12051	0.051690310977878344
12052	0.05266882373017039
12109	0.05497025027013542
12110	0.1256706347201245
12148	0.010677899984841277
12209	0.059846388456749035
12235	0.06808595272322121
12237	0.053560440259532195
