160
t_index	tf-idf
192	0.06651328429131202
310	0.05275543863362091
318	0.16056448965519526
332	0.06851934989319475
356	0.09648177351994992
394	0.0927358216917452
451	0.02930569209246443
473	0.060365083887790126
474	0.05044448256754172
583	0.035877911828424834
945	0.10697712148038087
1043	0.07195161848971764
1138	0.10600299937869433
1267	0.07074269025046132
1366	0.05563920021346232
1405	0.07654197964559055
1450	0.0646857823561774
1516	0.022236931978515076
1528	0.031531264602764945
1534	0.06382958127928365
1537	0.12121842126901655
1588	0.05251228961143095
1914	0.07849452190310953
1944	0.1010664480296252
1959	0.029620577222568962
1967	0.06604094503896196
2092	0.046662134179631325
2435	0.04331395513806413
2615	0.01711658106298194
2745	0.1107230733085856
2803	0.20555804967958427
2835	0.060365083887790126
2879	0.035770622537202486
2888	0.06382958127928365
3031	0.15369995246214951
3066	0.06260867644243907
3216	0.0927358216917452
3226	0.09452354461623332
3255	0.0793689454668571
3260	0.04702903415417758
3430	0.0844051953538652
3454	0.04285566433247055
3690	0.057401352689620794
3740	0.06727605783170332
3746	0.07396558749802805
3786	0.047214970740650994
3871	0.13378404081746154
3934	0.0793689454668571
4009	0.05932893900364418
4122	0.0455991806402533
4140	0.0844051953538652
4178	0.06960096028069325
4187	0.08329433819618842
4247	0.08557956369837759
4355	0.0746063836764258
4375	0.10697712148038087
4406	0.05535966049205757
4515	0.12954904760689656
4524	0.0483673766538034
4531	0.05932893900364418
4632	0.044919917038044384
4653	0.038884344402771
4763	0.05563920021346232
4771	0.06651328429131202
4803	0.1029188149716998
4917	0.02527527457677153
4921	0.0793689454668571
4948	0.09781039618268866
4981	0.0270863583367279
5031	0.07765579922163897
5112	0.07532736476013659
5223	0.11419392824221246
5560	0.12121842126901655
5597	0.045947423766679076
5772	0.019156984836590833
5807	0.14379034739553223
5908	0.06512764567822142
5983	0.03566389059546085
6052	0.06851934989319475
6179	0.039261343100833845
6228	0.03288049232255578
6249	0.0589948527389243
6321	0.0793689454668571
6716	0.0379115779887045
6740	0.04255571955170575
6759	0.035770622537202486
6902	0.04630167137991047
6993	0.03373471545936801
7010	0.030183512507105235
7166	0.1154206374021639
7185	0.03392946433530996
7237	0.02331704567305492
7468	0.059719898172893617
7497	0.0121555356983761
7684	0.07607456901598521
7776	0.05966854760479857
7909	0.016816636282217138
7925	0.06108606497150092
7996	0.07849452190310953
8002	0.05932893900364418
8018	0.07849452190310953
8049	0.03325576946943568
8204	0.06851934989319475
8337	0.04937969236320195
8481	0.09864649514250089
8489	0.051567486253849486
8647	0.14379034739553223
8836	0.1750276459911545
8917	0.09296222456207412
8983	0.031618508269230766
9095	0.11865787800728836
9149	0.16448094746262848
9203	0.0589948527389243
9237	0.14379034739553223
9361	0.11530774781826088
9394	0.11300278092365126
9401	0.03780325372043626
9441	0.061833269227349524
9502	0.08364894648082302
9534	0.0359857643206061
9560	0.08956866454877227
9631	0.030512253161652934
9635	0.14379034739553223
9714	0.08028224482759763
9805	0.039905466466164476
9879	0.03839220464388862
9885	0.07765579922163897
10090	0.11530774781826088
10211	0.0793689454668571
10238	0.09864649514250089
10255	0.04394135816479634
10349	0.06671079593554523
10383	0.057401352689620794
10385	0.04937969236320195
10458	0.05592259577659385
10574	0.06145627052928668
10699	0.09452354461623332
10705	0.023849198221159367
10719	0.1010664480296252
10760	0.11530774781826088
10771	0.0455991806402533
10812	0.1010664480296252
10999	0.0793689454668571
11021	0.05106743276328129
11055	0.1451021299614102
11099	0.04630167137991047
11272	0.012880149679732437
11375	0.06145627052928668
11578	0.0927358216917452
11744	0.0713382639097419
11874	0.08815114718206993
11913	0.04648111228103706
12035	0.043625261890351624
12065	0.08682514824098952
12103	0.05932893900364418
12109	0.0844051953538652
12127	0.08422771245932345
12209	0.02625496042517452
12219	0.038884344402771
12284	0.07532736476013659
